Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,CCViolDensityCode,CCViolDensityLine,CountCCViol,CountCCViolType,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,MaxCyclomatic,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic
Unknown Annotation,"AttributeOverride",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\Application.java",3,0,3,0,1,0.00,0.00,0,0,,,,,1,1,0,1,,1,0,0,1,,0,0,0,1,,13,3,10,7,1,0,,5,7,6,1,,1,,0,,,0.00,1
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\common\identifier\Identifier.java",0,0,0,0,0,0.00,0.00,0,0,,,,,1,0,0,0,,1,1,0,1,,1,0,0,0,,12,3,9,8,0,0,,5,6,6,0,,0,,0,,,0.00,0
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\common\identifier\IdentifierConverterConfiguration.java",4,0,4,0,1,0.00,0.00,0,0,,,,,1,0,0,1,,1,1,0,1,,0,0,0,1,,14,3,11,8,1,0,,5,7,6,1,,1,,0,,,0.00,1
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\common\identifier\IdentifierDeserializer.java",9,1,8,0,2,0.00,0.00,0,0,,,,,1,0,0,3,,3,3,1,3,,0,0,0,3,,46,8,38,21,13,0,,19,26,17,12,,4,,1,,,0.00,6
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\common\identifier\IdentifierSerializer.java",13,2,11,0,2,0.00,0.00,0,0,,,,,1,0,0,1,,1,1,0,1,,0,0,0,1,,23,5,18,11,5,0,,9,12,8,5,,2,,1,,,0.00,2
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\common\identifier\StringToIdentifierConverterFactory.java",6,0,6,0,2,0.00,0.00,0,0,,,,,2,0,0,3,,3,3,1,3,,0,0,0,3,,41,7,34,21,8,0,,15,22,15,8,,3,,1,,,0.00,5
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\common\identifier\package-info.java",0,0,0,0,0,0.00,0.00,0,0,,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,4,1,3,3,0,0,,2,2,2,0,,0,,0,,,0.00,0
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\config\SecurityConfig.java",5,0,4,1,1,0.00,0.00,0,0,,,,,1,0,0,4,,4,1,0,1,,0,0,0,1,,30,4,23,12,9,3,,9,11,9,2,,1,,0,,,0.13,4
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\exception\DomainException.java",4,0,4,0,1,0.00,0.00,0,0,,,,,1,0,0,5,,5,5,3,5,,0,0,0,5,,38,8,29,12,11,1,,16,22,11,11,,1,,0,,,0.03,5
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\exception\GlobalExceptionHandler.java",9,0,8,0,1,0.00,0.00,0,0,,,,,2,0,0,11,,10,9,2,9,,0,0,0,9,,115,15,97,50,48,3,,44,54,31,33,,2,,0,,,0.03,12
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\pipeline\Command.java",17,3,12,2,4,0.00,0.00,0,0,,,,,2,0,0,1,,2,2,0,2,,2,0,0,0,,29,8,19,8,8,2,,7,14,8,7,,4,,2,,,0.11,4
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\pipeline\CommandHandlerNotFoundException.java",8,0,8,0,1,0.00,0.00,0,0,,,,,1,0,0,1,,1,1,0,1,,0,0,0,1,,16,3,13,6,5,0,,4,6,5,1,,1,,0,,,0.00,1
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\pipeline\CommandHandlers.java",0,0,0,0,0,0.00,0.00,0,0,,,,,1,0,0,0,,1,1,0,1,,1,0,0,0,,8,3,5,4,0,0,,3,4,4,0,,0,,0,,,0.00,0
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\pipeline\Pipeline.java",0,0,0,0,0,0.00,0.00,0,0,,,,,1,0,0,0,,1,1,0,1,,1,0,0,0,,13,1,4,3,0,8,,2,3,3,0,,0,,0,,,2.00,0
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\pipeline\PipelineConfiguration.java",4,0,4,0,1,0.00,0.00,0,0,,,,,1,0,0,1,,1,1,0,1,,1,0,0,0,,14,3,11,8,1,0,,5,7,6,1,,1,,0,,,0.00,1
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\pipeline\PipelineImpl.java",9,1,8,0,2,0.00,0.00,0,0,,,,,1,0,0,2,,2,2,1,2,,0,0,0,2,,33,7,26,13,12,0,,14,18,11,9,,2,,1,,,0.00,3
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\team\application\TeamMemberQueryService.java",14,2,10,3,1,0.00,0.00,0,0,,,,,1,0,0,2,,2,1,2,1,,0,0,0,1,,46,7,35,25,12,5,,21,23,21,6,,1,,0,,,0.14,2
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\team\application\TeamQueryService.java",3,0,3,0,1,0.00,0.00,0,0,,,,,1,0,0,1,,1,1,1,1,,0,0,0,1,,17,3,14,11,1,0,,8,10,9,1,,1,,0,,,0.00,1
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\team\application\command\AddUserToTeam.java",0,0,0,0,1,0.00,0.00,0,0,,,,,1,0,0,1,,0,1,2,1,,0,0,0,1,,7,2,5,5,0,0,,4,5,5,0,,1,,0,,,0.00,1
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\team\application\command\CreateTeam.java",0,0,0,0,1,0.00,0.00,0,0,,,,,1,0,0,1,,0,1,1,1,,0,0,0,1,,7,2,5,5,0,0,,4,5,5,0,,1,,0,,,0.00,1
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\team\application\command\DeleteTeam.java",0,0,0,0,1,0.00,0.00,0,0,,,,,1,0,0,1,,0,1,1,1,,0,0,0,1,,7,2,5,5,0,0,,4,5,5,0,,1,,0,,,0.00,1
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\team\application\command\RemoveUserFromTeam.java",0,0,0,0,1,0.00,0.00,0,0,,,,,1,0,0,1,,0,1,2,1,,0,0,0,1,,9,2,7,7,0,0,,5,6,6,0,,1,,0,,,0.00,1
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\team\application\dto\MemberDto.java",0,0,0,0,0,0.00,0.00,0,0,,,,,1,0,0,0,,2,2,0,2,,2,0,0,0,,10,4,6,5,0,0,,4,5,5,0,,0,,0,,,0.00,0
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\team\application\dto\TeamInfoDto.java",0,0,0,0,0,0.00,0.00,0,0,,,,,1,0,0,0,,2,2,0,2,,2,0,0,0,,10,4,6,5,0,0,,4,5,5,0,,0,,0,,,0.00,0
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\team\application\dto\TeamMemberDto.java",0,0,0,0,0,0.00,0.00,0,0,,,,,1,0,0,0,,1,1,0,1,,1,0,0,0,,8,3,5,4,0,0,,3,4,4,0,,0,,0,,,0.00,0
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\team\application\handler\AddUserToTeamHandler.java",19,4,12,3,1,0.00,0.00,0,0,,,,,1,0,0,1,,1,1,3,1,,0,0,0,1,,38,8,27,19,9,3,,19,21,16,8,,1,,0,,,0.11,1
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\team\application\handler\CreateTeamHandler.java",6,0,6,0,1,0.00,0.00,0,0,,,,,1,0,0,1,,1,1,1,1,,0,0,0,1,,22,3,19,15,3,0,,12,14,12,3,,1,,0,,,0.00,1
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\team\application\handler\DeleteTeamHandler.java",5,0,5,1,1,0.00,0.00,0,0,,,,,1,0,0,2,,2,1,1,1,,0,0,0,1,,24,3,21,15,5,1,,11,13,11,3,,1,,0,,,0.05,2
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\team\application\handler\RemoveUserFromTeamHandler.java",6,0,6,0,1,0.00,0.00,0,0,,,,,1,0,0,2,,2,1,1,1,,0,0,0,1,,25,3,22,16,6,0,,12,14,12,4,,1,,0,,,0.00,2
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\team\domain\Team.java",4,0,3,1,1,0.00,0.00,0,0,,,,,1,1,0,7,,7,6,3,7,,0,1,1,5,,59,10,43,27,11,7,,20,29,19,12,,2,,1,,,0.16,8
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\team\domain\TeamId.java",3,0,3,0,1,0.00,0.00,0,0,,,,,1,0,0,2,,2,2,1,2,,0,0,0,2,,17,4,13,8,2,0,,7,10,8,2,,1,,0,,,0.00,2
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\team\domain\TeamMember.java",3,0,3,0,1,0.00,0.00,0,0,,,,,1,1,0,7,,7,6,2,7,,0,2,0,5,,52,10,37,26,10,8,,19,27,18,10,,1,,0,,,0.22,7
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\team\domain\TeamMemberId.java",5,0,5,0,2,0.00,0.00,0,0,,,,,1,0,0,3,,3,3,2,3,,0,0,0,3,,43,7,35,25,7,1,,18,24,16,8,,3,,1,,,0.03,5
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\team\domain\TeamMembers.java",0,0,0,0,0,0.00,0.00,0,0,,,,,1,0,0,0,,1,1,0,1,,1,0,0,0,,13,3,10,9,0,0,,6,7,7,0,,0,,0,,,0.00,0
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\team\domain\Teams.java",0,0,0,0,0,0.00,0.00,0,0,,,,,1,0,0,0,,1,1,0,1,,1,0,0,0,,12,2,10,9,0,0,,6,7,7,0,,0,,0,,,0.00,0
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\team\domain\UserId.java",3,0,3,0,1,0.00,0.00,0,0,,,,,1,0,0,1,,1,1,1,1,,0,0,0,1,,13,3,10,7,1,0,,6,8,7,1,,1,,0,,,0.00,1
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\team\domain\event\TeamCreated.java",0,0,0,0,1,0.00,0.00,0,0,,,,,1,0,0,1,,0,1,1,1,,0,0,0,1,,5,2,3,3,0,0,,2,3,3,0,,1,,0,,,0.00,1
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\team\domain\exception\TeamMemberNotFoundException.java",5,0,5,0,1,0.00,0.00,0,0,,,,,1,1,0,2,,2,1,0,2,,0,1,0,1,,23,5,16,7,6,2,,6,9,7,2,,1,,0,,,0.13,2
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\team\domain\exception\TeamNotFoundException.java",7,0,7,0,1,0.00,0.00,0,0,,,,,1,0,0,1,,1,1,0,1,,0,0,0,1,,17,3,13,6,5,1,,5,7,6,1,,1,,0,,,0.08,1
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\team\infrastructure\TeamController.java",5,0,5,0,1,0.00,0.00,0,0,,,,,1,0,0,3,,3,3,2,3,,0,0,0,3,,39,6,33,26,3,0,,17,21,18,3,,1,,0,,,0.00,3
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\team\infrastructure\TeamMemberController.java",5,0,5,0,1,0.00,0.00,0,0,,,,,1,0,0,3,,3,3,2,3,,0,0,0,3,,40,6,34,27,3,0,,18,22,19,3,,1,,0,,,0.00,3
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\user\api\UserApi.java",0,0,0,0,0,0.00,0.00,0,0,,,,,1,0,0,0,,3,3,0,3,,3,0,0,0,,15,5,10,9,0,0,,8,9,9,0,,0,,0,,,0.00,0
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\user\api\UserApiImpl.java",4,0,4,0,1,0.00,0.00,0,0,,,,,1,0,0,4,,4,3,1,3,,0,0,0,3,,33,5,28,20,4,0,,14,18,15,3,,1,,0,,,0.00,4
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\user\api\UserIdDto.java",0,0,0,0,0,0.00,0.00,0,0,,,,,1,0,0,0,,1,1,0,1,,1,0,0,0,,8,3,5,4,0,0,,3,4,4,0,,0,,0,,,0.00,0
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\user\api\package-info.java",0,0,0,0,0,0.00,0.00,0,0,,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,4,1,3,3,0,0,,2,2,2,0,,0,,0,,,0.00,0
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\user\application\UserQueryService.java",3,0,3,0,1,0.00,0.00,0,0,,,,,1,0,0,3,,3,2,1,2,,0,0,0,2,,25,4,21,14,4,0,,11,14,12,2,,1,,0,,,0.00,3
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\user\application\command\AddUser.java",0,0,0,0,1,0.00,0.00,0,0,,,,,1,0,0,1,,0,1,4,1,,0,0,0,1,,12,2,10,10,0,1,,4,5,5,0,,1,,0,,,0.10,1
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\user\application\command\DeleteUser.java",0,0,0,0,1,0.00,0.00,0,0,,,,,1,0,0,1,,0,1,1,1,,0,0,0,1,,7,2,5,5,0,0,,4,5,5,0,,1,,0,,,0.00,1
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\user\application\command\UpdateUser.java",0,0,0,0,1,0.00,0.00,0,0,,,,,1,0,0,1,,0,1,3,1,,0,0,0,1,,12,2,10,10,0,1,,5,6,6,0,,1,,0,,,0.10,1
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\user\application\dto\UserInfoDto.java",0,0,0,0,0,0.00,0.00,0,0,,,,,1,0,0,0,,3,3,0,3,,3,0,0,0,,11,4,7,6,0,0,,5,6,6,0,,0,,0,,,0.00,0
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\user\application\handler\AddUserHandler.java",18,4,11,4,2,0.00,0.00,0,0,,,,,1,0,0,1,,1,1,1,1,,0,0,0,1,,34,8,23,16,7,4,,14,17,13,7,,2,,1,,,0.17,2
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\user\application\handler\DeleteUserHandler.java",5,0,5,1,1,0.00,0.00,0,0,,,,,1,0,0,2,,2,1,1,1,,0,0,0,1,,25,4,21,15,5,1,,11,13,11,3,,1,,0,,,0.05,2
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\user\application\handler\UpdateUserHandler.java",5,0,5,1,1,0.00,0.00,0,0,,,,,1,0,0,2,,2,1,1,1,,0,0,0,1,,26,4,22,16,5,1,,12,14,12,3,,1,,0,,,0.05,2
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\user\domain\Email.java",4,0,4,0,1,0.00,0.00,0,0,,,,,1,0,0,2,,2,2,1,2,,0,0,0,2,,16,4,12,6,3,0,,5,8,5,3,,1,,0,,,0.00,2
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\user\domain\Password.java",4,0,4,0,1,0.00,0.00,0,0,,,,,1,4,5,9,,9,5,1,9,,1,3,1,4,,76,14,49,25,24,16,,25,35,22,17,,1,,0,,,0.33,9
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\user\domain\User.java",5,1,4,0,1,0.00,0.00,0,0,,,,,1,1,0,6,,6,5,5,6,,0,2,0,4,,78,17,52,34,14,11,,25,32,19,14,,1,,0,,,0.21,6
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\user\domain\UserId.java",3,0,3,0,1,0.00,0.00,0,0,,,,,1,0,0,2,,2,2,1,2,,0,0,0,2,,17,4,13,8,2,0,,7,10,8,2,,1,,0,,,0.00,2
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\user\domain\Users.java",0,0,0,0,0,0.00,0.00,0,0,,,,,1,0,0,0,,4,4,0,4,,4,0,0,0,,21,6,15,14,0,0,,11,12,12,0,,0,,0,,,0.00,0
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\user\domain\exception\EmailAlreadyInUseException.java",5,0,5,0,1,0.00,0.00,0,0,,,,,1,0,0,2,,2,2,0,2,,0,0,0,2,,23,4,16,7,6,3,,6,9,7,2,,1,,0,,,0.19,2
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\user\domain\exception\UserNotFoundException.java",7,0,7,0,1,0.00,0.00,0,0,,,,,1,0,0,1,,1,1,0,1,,0,0,0,1,,17,3,13,6,5,1,,5,7,6,1,,1,,0,,,0.08,1
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\main\java\com\lprevidente\ddd_example\user\infrastructure\rest\UserController.java",5,0,5,0,1,0.00,0.00,0,0,,,,,1,0,0,5,,5,5,2,5,,0,0,0,5,,50,7,43,32,5,0,,20,26,21,5,,1,,0,,,0.00,5
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\test\TeamNameTest.java",5,0,5,0,1,0.00,0.00,0,0,,,,,1,0,0,5,,5,3,0,3,,3,0,0,0,,36,8,28,14,14,0,,13,17,11,10,,1,,0,,,0.00,5
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\test\TeamTest.java",7,1,6,0,1,0.00,0.00,0,0,,,,,1,0,0,6,,6,5,0,5,,5,0,0,0,,52,10,41,22,20,1,,24,30,17,20,,1,,0,,,0.02,6
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\test\java\com\lprevidente\ddd_example\VeryModulithTest.java",6,0,6,0,1,0.00,0.00,0,0,,,,,1,0,0,1,,1,1,0,1,,1,0,0,0,,16,3,13,9,3,0,,7,9,7,3,,1,,0,,,0.00,1
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\test\java\com\lprevidente\ddd_example\team\TeamIntegrationTest.java",12,1,11,1,1,0.00,0.00,0,0,,,,,4,0,2,7,,7,7,2,7,,7,0,0,0,,139,20,114,59,49,5,,32,43,34,13,,1,,0,,,0.04,7
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\test\java\com\lprevidente\ddd_example\team\TeamMemberIntegrationTest.java",12,1,11,0,1,0.00,0.00,0,0,,,,,4,0,6,14,,14,14,2,14,,14,0,0,0,,233,30,201,93,102,2,,46,64,48,26,,1,,0,,,0.01,14
File,"C:\Users\a_men\Downloads\Codigos\ddd-example-refatoracao\src\test\java\com\lprevidente\ddd_example\user\UserIntegrationTest.java",12,1,10,1,1,0.00,0.00,0,0,,,,,6,0,4,21,,21,21,2,21,,21,0,0,0,,329,48,267,122,134,14,,60,87,63,39,,1,,0,,,0.05,21
Unknown Annotation,"Column",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,
Unknown Annotation,"DeleteMapping",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,
Unknown Annotation,"Embedded",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,
Unknown Annotation,"EmbeddedId",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,
Unknown Annotation,"Entity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,
Unknown Annotation,"GetMapping",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,
Unknown Annotation,"Override",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,
Unknown Annotation,"PathVariable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,
Unknown Annotation,"PostMapping",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,
Unknown Annotation,"PutMapping",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,
Unknown Annotation,"RequestBody",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,
Unknown Annotation,"RequestMapping",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,
Unknown Annotation,"ResponseStatus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,
Unknown Annotation,"RestController",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,
Unknown Annotation,"SuppressWarnings",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,
Unknown Annotation,"Table",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,
Unknown Method,"access",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown Method,"addConverterFactory",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown Method,"andExpect",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown Method,"anyRequest",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown Method,"assertEquals",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown Method,"assertFalse",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown Method,"assertNotNull",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown Method,"assertThat",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown Method,"assertThatThrownBy",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown Method,"assertThrows",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown Method,"assertTrue",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown Method,"authorizeHttpRequests",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown Method,"between",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown Method,"build",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown Method,"checkpw",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown Method,"collect",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown Method,"column",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Package,"com",0,0,0,0,0,,,,,,,,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,,0,,0,,,0.00,0
Unknown Annotation,"com.fasterxml.jackson.databind.annotation.JsonDeserialize",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,
Unknown Annotation,"com.fasterxml.jackson.databind.annotation.JsonSerialize",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,
Package,"com.lprevidente",0,0,0,0,0,,,,,,,,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,,0,,0,,,0.00,0
Package,"com.lprevidente.ddd_example",5,0,5,0,1,,,,,,,,,2,1,0,,2,,1,0,2,,1,0,0,1,,29,6,23,16,4,0,,12,16,13,4,,1,,0,,,0.00,2
Public Class,"com.lprevidente.ddd_example.Application",3,0,3,0,1,,,,,1,2,2,0,,1,0,,,,0,0,1,1,0,0,0,1,,7,1,6,3,1,0,,1,3,2,1,,1,1,0,0,0,0.00,1
Public Static Method,"com.lprevidente.ddd_example.Application.main",,,,,,0.00,0.00,0,0,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1
